App,TestClass,TestFilePath,ProductionFilePath,RelativeTestFilePath,RelativeProductionFilePath,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test
gpt-5.5-instant__Chart-10__C1,gpt_5_5_instant_Chart_10_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Chart-10_C1/org/jfree/chart/imagemap/gpt_5_5_instant_Chart_10_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_10f/source/org/jfree/chart/imagemap/StandardToolTipTagFragmentGenerator.java,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0
gpt-5.5-instant__Chart-10__C2,gpt_5_5_instant_Chart_10_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Chart-10_C2/org/jfree/chart/imagemap/gpt_5_5_instant_Chart_10_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_10f/source/org/jfree/chart/imagemap/StandardToolTipTagFragmentGenerator.java,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
gpt-5.5-instant__Chart-11__C1,gpt_5_5_instant_Chart_11_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Chart-11_C1/org/jfree/chart/util/gpt_5_5_instant_Chart_11_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_11f/source/org/jfree/chart/util/ShapeUtilities.java,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0
gpt-5.5-instant__Chart-11__C2,gpt_5_5_instant_Chart_11_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Chart-11_C2/org/jfree/chart/util/gpt_5_5_instant_Chart_11_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_11f/source/org/jfree/chart/util/ShapeUtilities.java,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
gpt-5.5-instant__Chart-15__C1,gpt_5_5_instant_Chart_15_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Chart-15_C1/org/jfree/chart/plot/gpt_5_5_instant_Chart_15_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_15f/source/org/jfree/chart/plot/PiePlot.java,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,5,0
gpt-5.5-instant__Chart-15__C2,gpt_5_5_instant_Chart_15_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Chart-15_C2/org/jfree/chart/plot/gpt_5_5_instant_Chart_15_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_15f/source/org/jfree/chart/plot/PiePlot.java,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
gpt-5.5-instant__Chart-17__C1,gpt_5_5_instant_Chart_17_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Chart-17_C1/org/jfree/data/time/gpt_5_5_instant_Chart_17_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_17f/source/org/jfree/data/time/TimeSeries.java,,,4,4,0,0,0,0,4,0,0,0,0,0,0,0,4,15,0,0,0,0,4,0
gpt-5.5-instant__Chart-17__C2,gpt_5_5_instant_Chart_17_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Chart-17_C2/org/jfree/data/time/gpt_5_5_instant_Chart_17_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_17f/source/org/jfree/data/time/TimeSeries.java,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
gpt-5.5-instant__Chart-19__C1,gpt_5_5_instant_Chart_19_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Chart-19_C1/org/jfree/chart/plot/gpt_5_5_instant_Chart_19_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_19f/source/org/jfree/chart/plot/CategoryPlot.java,,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,3,0
gpt-5.5-instant__Chart-19__C2,gpt_5_5_instant_Chart_19_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Chart-19_C2/org/jfree/chart/plot/gpt_5_5_instant_Chart_19_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_19f/source/org/jfree/chart/plot/CategoryPlot.java,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
gpt-5.5-instant__Chart-1__C1,gpt_5_5_instant_Chart_1_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Chart-1_C1/org/jfree/chart/renderer/category/gpt_5_5_instant_Chart_1_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_1f/source/org/jfree/chart/renderer/category/AbstractCategoryItemRenderer.java,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,4,0
gpt-5.5-instant__Chart-1__C2,gpt_5_5_instant_Chart_1_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Chart-1_C2/org/jfree/chart/renderer/category/gpt_5_5_instant_Chart_1_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_1f/source/org/jfree/chart/renderer/category/AbstractCategoryItemRenderer.java,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
gpt-5.5-instant__Chart-21__C1,gpt_5_5_instant_Chart_21_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Chart-21_C1/org/jfree/data/statistics/gpt_5_5_instant_Chart_21_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_21f/source/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java,,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,4,0
gpt-5.5-instant__Chart-21__C2,gpt_5_5_instant_Chart_21_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Chart-21_C2/org/jfree/data/statistics/gpt_5_5_instant_Chart_21_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_21f/source/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
gpt-5.5-instant__Chart-22__C1,gpt_5_5_instant_Chart_22_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Chart-22_C1/org/jfree/data/gpt_5_5_instant_Chart_22_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_22f/source/org/jfree/data/KeyedObjects2D.java,,,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,4,0
gpt-5.5-instant__Chart-22__C2,gpt_5_5_instant_Chart_22_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Chart-22_C2/org/jfree/data/gpt_5_5_instant_Chart_22_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_22f/source/org/jfree/data/KeyedObjects2D.java,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
gpt-5.5-instant__Chart-23__C1,gpt_5_5_instant_Chart_23_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Chart-23_C1/org/jfree/chart/renderer/category/gpt_5_5_instant_Chart_23_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_23f/source/org/jfree/chart/renderer/category/MinMaxCategoryRenderer.java,,,8,5,0,0,0,0,0,0,0,0,0,0,0,0,5,25,0,0,0,0,8,0
gpt-5.5-instant__Chart-23__C2,gpt_5_5_instant_Chart_23_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Chart-23_C2/org/jfree/chart/renderer/category/gpt_5_5_instant_Chart_23_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_23f/source/org/jfree/chart/renderer/category/MinMaxCategoryRenderer.java,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
gpt-5.5-instant__Chart-24__C1,gpt_5_5_instant_Chart_24_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Chart-24_C1/org/jfree/chart/renderer/gpt_5_5_instant_Chart_24_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_24f/source/org/jfree/chart/renderer/GrayPaintScale.java,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0
gpt-5.5-instant__Chart-24__C2,gpt_5_5_instant_Chart_24_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Chart-24_C2/org/jfree/chart/renderer/gpt_5_5_instant_Chart_24_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Chart_24f/source/org/jfree/chart/renderer/GrayPaintScale.java,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
gpt-5.5-instant__Lang-10__C1,gpt_5_5_instant_Lang_10_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Lang-10_C1/org/apache/commons/lang3/time/gpt_5_5_instant_Lang_10_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_10f/src/main/java/org/apache/commons/lang3/time/FastDateParser.java,,,7,3,0,0,0,0,7,0,0,0,0,7,0,0,0,7,0,0,0,0,7,0
gpt-5.5-instant__Lang-10__C2,gpt_5_5_instant_Lang_10_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Lang-10_C2/org/apache/commons/lang3/time/gpt_5_5_instant_Lang_10_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_10f/src/main/java/org/apache/commons/lang3/time/FastDateParser.java,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
gpt-5.5-instant__Lang-19__C1,gpt_5_5_instant_Lang_19_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Lang-19_C1/org/apache/commons/lang3/text/translate/gpt_5_5_instant_Lang_19_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_19f/src/main/java/org/apache/commons/lang3/text/translate/NumericEntityUnescaper.java,,,11,11,0,0,0,0,11,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0
gpt-5.5-instant__Lang-19__C2,gpt_5_5_instant_Lang_19_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Lang-19_C2/org/apache/commons/lang3/text/translate/gpt_5_5_instant_Lang_19_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_19f/src/main/java/org/apache/commons/lang3/text/translate/NumericEntityUnescaper.java,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
gpt-5.5-instant__Lang-22__C1,gpt_5_5_instant_Lang_22_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Lang-22_C1/org/apache/commons/lang3/math/gpt_5_5_instant_Lang_22_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_22f/src/main/java/org/apache/commons/lang3/math/Fraction.java,,,7,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
gpt-5.5-instant__Lang-22__C2,gpt_5_5_instant_Lang_22_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Lang-22_C2/org/apache/commons/lang3/math/gpt_5_5_instant_Lang_22_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_22f/src/main/java/org/apache/commons/lang3/math/Fraction.java,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
gpt-5.5-instant__Lang-26__C1,gpt_5_5_instant_Lang_26_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Lang-26_C1/org/apache/commons/lang3/time/gpt_5_5_instant_Lang_26_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_26f/src/main/java/org/apache/commons/lang3/time/FastDateFormat.java,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,4,0
gpt-5.5-instant__Lang-26__C2,gpt_5_5_instant_Lang_26_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Lang-26_C2/org/apache/commons/lang3/time/gpt_5_5_instant_Lang_26_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_26f/src/main/java/org/apache/commons/lang3/time/FastDateFormat.java,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
gpt-5.5-instant__Lang-30__C1,gpt_5_5_instant_Lang_30_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Lang-30_C1/org/apache/commons/lang3/gpt_5_5_instant_Lang_30_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0
gpt-5.5-instant__Lang-30__C2,gpt_5_5_instant_Lang_30_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Lang-30_C2/org/apache/commons/lang3/gpt_5_5_instant_Lang_30_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_30f/src/main/java/org/apache/commons/lang3/StringUtils.java,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
gpt-5.5-instant__Lang-41__C1,gpt_5_5_instant_Lang_41_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Lang-41_C1/org/apache/commons/lang/gpt_5_5_instant_Lang_41_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_41f/src/java/org/apache/commons/lang/ClassUtils.java,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0
gpt-5.5-instant__Lang-41__C2,gpt_5_5_instant_Lang_41_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Lang-41_C2/org/apache/commons/lang/gpt_5_5_instant_Lang_41_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_41f/src/java/org/apache/commons/lang/ClassUtils.java,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
gpt-5.5-instant__Lang-42__C1,gpt_5_5_instant_Lang_42_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Lang-42_C1/org/apache/commons/lang/gpt_5_5_instant_Lang_42_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_42f/src/java/org/apache/commons/lang/Entities.java,,,6,0,0,0,0,0,6,0,0,0,0,6,0,0,2,10,0,0,0,0,6,0
gpt-5.5-instant__Lang-42__C2,gpt_5_5_instant_Lang_42_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Lang-42_C2/org/apache/commons/lang/gpt_5_5_instant_Lang_42_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_42f/src/java/org/apache/commons/lang/Entities.java,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
gpt-5.5-instant__Lang-57__C1,gpt_5_5_instant_Lang_57_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Lang-57_C1/org/apache/commons/lang/gpt_5_5_instant_Lang_57_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_57f/src/java/org/apache/commons/lang/LocaleUtils.java,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0
gpt-5.5-instant__Lang-57__C2,gpt_5_5_instant_Lang_57_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Lang-57_C2/org/apache/commons/lang/gpt_5_5_instant_Lang_57_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_57f/src/java/org/apache/commons/lang/LocaleUtils.java,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
gpt-5.5-instant__Lang-60__C1,gpt_5_5_instant_Lang_60_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Lang-60_C1/org/apache/commons/lang/text/gpt_5_5_instant_Lang_60_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_60f/src/java/org/apache/commons/lang/text/StrBuilder.java,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,6,0
gpt-5.5-instant__Lang-60__C2,gpt_5_5_instant_Lang_60_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Lang-60_C2/org/apache/commons/lang/text/gpt_5_5_instant_Lang_60_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_60f/src/java/org/apache/commons/lang/text/StrBuilder.java,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
gpt-5.5-instant__Lang-8__C1,gpt_5_5_instant_Lang_8_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Lang-8_C1/org/apache/commons/lang3/time/gpt_5_5_instant_Lang_8_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_8f/src/main/java/org/apache/commons/lang3/time/FastDatePrinter.java,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gpt-5.5-instant__Lang-8__C2,gpt_5_5_instant_Lang_8_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Lang-8_C2/org/apache/commons/lang3/time/gpt_5_5_instant_Lang_8_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Lang_8f/src/main/java/org/apache/commons/lang3/time/FastDatePrinter.java,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
gpt-5.5-instant__Math-27__C1,gpt_5_5_instant_Math_27_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Math-27_C1/org/apache/commons/math3/fraction/gpt_5_5_instant_Math_27_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_27f/src/main/java/org/apache/commons/math3/fraction/Fraction.java,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,5,0
gpt-5.5-instant__Math-27__C2,gpt_5_5_instant_Math_27_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Math-27_C2/org/apache/commons/math3/fraction/gpt_5_5_instant_Math_27_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_27f/src/main/java/org/apache/commons/math3/fraction/Fraction.java,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
gpt-5.5-instant__Math-2__C1,gpt_5_5_instant_Math_2_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Math-2_C1/org/apache/commons/math3/distribution/gpt_5_5_instant_Math_2_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_2f/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0
gpt-5.5-instant__Math-2__C2,gpt_5_5_instant_Math_2_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Math-2_C2/org/apache/commons/math3/distribution/gpt_5_5_instant_Math_2_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_2f/src/main/java/org/apache/commons/math3/distribution/HypergeometricDistribution.java,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
gpt-5.5-instant__Math-53__C1,gpt_5_5_instant_Math_53_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Math-53_C1/org/apache/commons/math/complex/gpt_5_5_instant_Math_53_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_53f/src/main/java/org/apache/commons/math/complex/Complex.java,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,6,0
gpt-5.5-instant__Math-53__C2,gpt_5_5_instant_Math_53_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Math-53_C2/org/apache/commons/math/complex/gpt_5_5_instant_Math_53_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_53f/src/main/java/org/apache/commons/math/complex/Complex.java,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
gpt-5.5-instant__Math-55__C1,gpt_5_5_instant_Math_55_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Math-55_C1/org/apache/commons/math/geometry/gpt_5_5_instant_Math_55_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_55f/src/main/java/org/apache/commons/math/geometry/Vector3D.java,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,4,0,0,0,5,0
gpt-5.5-instant__Math-55__C2,gpt_5_5_instant_Math_55_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Math-55_C2/org/apache/commons/math/geometry/gpt_5_5_instant_Math_55_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_55f/src/main/java/org/apache/commons/math/geometry/Vector3D.java,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
gpt-5.5-instant__Math-59__C1,gpt_5_5_instant_Math_59_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Math-59_C1/org/apache/commons/math/util/gpt_5_5_instant_Math_59_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_59f/src/main/java/org/apache/commons/math/util/FastMath.java,,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0
gpt-5.5-instant__Math-59__C2,gpt_5_5_instant_Math_59_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Math-59_C2/org/apache/commons/math/util/gpt_5_5_instant_Math_59_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_59f/src/main/java/org/apache/commons/math/util/FastMath.java,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
gpt-5.5-instant__Math-63__C1,gpt_5_5_instant_Math_63_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Math-63_C1/org/apache/commons/math/util/gpt_5_5_instant_Math_63_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_63f/src/main/java/org/apache/commons/math/util/MathUtils.java,,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,5,0
gpt-5.5-instant__Math-63__C2,gpt_5_5_instant_Math_63_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Math-63_C2/org/apache/commons/math/util/gpt_5_5_instant_Math_63_C2_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_63f/src/main/java/org/apache/commons/math/util/MathUtils.java,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
gpt-5.5-instant__Math-70__C1,gpt_5_5_instant_Math_70_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/_smells/gpt-5.5-instant/Math-70_C1/org/apache/commons/math/analysis/solvers/gpt_5_5_instant_Math_70_C1_Test.java,/mnt/d/semester5/swt301/research/comparative-llms-test-generation/_d4j_work/Math_70f/src/main/java/org/apache/commons/math/analysis/solvers/BisectionSolver.java,,,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0
